2025-10-04 00:05:14,Heat,1,1,0,0
2025-10-04 00:30:40,Heat,1,1,0,0
2025-10-04 01:00:40,Heat,2,2,0,0
2025-10-04 01:30:40,Heat,4,4,0,0
2025-10-04 02:00:40,Heat,4,4,0,0
2025-10-04 02:30:40,Heat,6,6,0,0
2025-10-04 03:00:40,Heat,6,6,0,0
2025-10-04 03:30:40,Heat,7,7,0,0
2025-10-04 04:00:40,Heat,9,9,0,0
2025-10-04 04:30:40,Heat,5,5,0,0
2025-10-04 05:00:40,Heat,8,8,0,0
2025-10-04 05:30:40,Heat,5,5,0,0
2025-10-04 06:00:40,Heat,4,4,0,0
2025-10-04 06:30:40,Heat,5,5,0,0
2025-10-04 07:00:40,Heat,7,7,0,0
2025-10-04 07:30:40,Heat,9,9,0,0
2025-10-04 08:00:40,Heat,14,14,0,0
2025-10-04 08:30:40,Heat,14,14,0,0
2025-10-04 09:00:40,Heat,16,16,0,0
2025-10-04 09:30:40,Heat,17,17,0,0
2025-10-04 10:00:40,Heat,15,15,0,0
2025-10-04 10:30:40,Heat,1,1,0,0
2025-10-04 11:00:40,Heat,2,2,0,0
2025-10-04 11:30:40,Heat,3,3,0,0
2025-10-04 12:00:41,Heat,2,2,0,0
2025-10-04 12:30:40,Heat,5,5,0,0
2025-10-04 13:00:40,Heat,6,6,0,0
2025-10-04 13:30:40,Heat,16,16,0,0
2025-10-04 14:00:40,Heat,9,9,0,0
2025-10-04 14:30:40,Heat,14,14,0,0
2025-10-04 15:00:40,Heat,15,15,0,0
2025-10-04 15:30:40,Heat,16,16,0,0
2025-10-04 16:00:40,Heat,19,19,0,0
2025-10-04 16:30:40,Heat,22,22,0,0
2025-10-04 17:00:40,Heat,26,26,0,0
2025-10-04 17:30:40,Heat,26,26,0,0
2025-10-04 18:00:40,Heat,28,28,0,0
2025-10-04 18:30:40,Heat,18,18,0,0
2025-10-04 19:00:40,Heat,25,25,0,0
2025-10-04 19:30:40,Heat,18,18,0,0
2025-10-04 20:00:40,Heat,19,19,0,0
2025-10-04 20:30:40,Heat,22,22,0,0
