2025-12-09 18:30:40,Heat,6,6,0,0,0,0
2025-12-09 19:00:40,Heat,7,7,0,0,0,0
2025-12-09 19:30:41,Heat,8,8,0,0,0,0
2025-12-09 20:00:40,Heat,9,9,0,0,0,0
2025-12-09 20:30:40,Heat,10,10,0,0,0,0
2025-12-09 21:00:40,Heat,11,11,0,0,0,0
2025-12-09 21:30:41,Heat,12,12,0,0,0,0
2025-12-09 22:00:40,Heat,13,13,0,0,0,0
2025-12-09 22:30:40,Heat,28,28,0,0,0,0
2025-12-09 23:00:41,Heat,29,29,0,0,0,0
2025-12-09 23:30:40,Heat,1,1,0,0,0,0
2025-12-10 00:00:42,Heat,30,30,0,0,0,0
